Audio File ID,Target Text,Coded Lines,Speaker ID,Start Time,End Time
interview-50fb-84, do not talk over them,&-uh &+m &-uh &+d &-uh &-uh <do not↫ot↫> [/] &-uh ↫d↫do not talk over them,SPE,991.4,998.8
interview-50fb-85, do not fill in their words,&-uh &-uh ↫d↫do not fill in their words,SPE,998.8,1004.6
interview-50fb-86, do not tell them to just relax and it'll all be fine,&-uh &-uh &-uh do not↫ot↫ &-uh &-uh &+ot tell them to just relax and it'll all be fine,SPE,1004.6,1017.8
interview-50fb-87, because those are two sure fire ways of getting yourself killed in a very ugly and gory fashion, &-uh &-uh &-uh because those are two sure fire ways of getting yourself killed in a very ugly and gory fashion,SPE,1017.8,1030.0
interview-50fb-88,and if you're speaking on the phone with somebody who stutters,a:nd [/] &-uh &-uh a:nd [/] &+m &+m &-uh and if you're↫ou-ou-er↫ speaking on the phone with somebody who stutters,SPE,1030.5,1046.3
interview-50fb-89,for god sake's don't hang up,for god sake's don't hang up,SPE,1046.3,1048.53
interview-35mb-12,say your name,say your name,SP01,0.2,1.111
interview-35mb-13,my name is landon murray,my name is ↫L-l-l↫landon_Murray,SP02,1.111,6.5
interview-35mb-14,ok alright so now can you  describe for me the impact that stuttering has had or does have on your life when you think about everyday activities work family friends possibly school  what affected that in school,ok alright ‡ so now can you &-um describe for me the impact that stuttering has had or does have on your life when you think about ≠everyday activities &-um work &-um family friends: possibly school <what school> [//] what affected that in school,SP01,6.5,26.97
interview-35mb-15, early childhood and  being a teenager were awful,&-um (.) ≠early childhood and &-you_know being a teenager were [/] were awful,SP02,26.97,37.3
interview-35mb-16,really really bad like a lot of depression,really really bad like a lot [/] a lot of depression,SP02,37.3,41.8
interview-35mb-17,some suicide attempts,some suicide attempts,SP02,41.8,45.0
interview-35mb-18,bullying,≠bullying,SP02,45.0,46.6
interview-35mb-19,on and on and on,on and on and on,SP02,46.6,49.3
interview-35mb-20, my family and my friends have always been really great  like really good,&-uh my family and my friends have always been really great &-you_know like [/] like &+real really [/] really good,SP02,49.3,56.1
interview-35mb-21,these days though  like,these days though &-you_know like +//.,SP02,56.1,58.0
interview-35mb-22,it probably got darkest when I was like nineteen twenty and ,it probably got darkest when I was like nineteen twenty and &-you_know,SP02,58.0,64.0
interview-35mb-23, it was really bad,<it was> [/] it was really bad,SP02,64.0,65.9
interview-35mb-24,and  around that time I began to spend more and more time just me,and &-uh around that time I began to spend more and more time just me,SP02,65.9,72.4
interview-35mb-25,and I got to a point where  therapy hadn't worked ,and I got to a point where &-like therapy hadn't worked &-you_know,SP02,72.4,78.6
interview-35mb-26,and I was kind of over it and I knew that something  had to change because this didn't seem to be going anywhere so,and I was kind of over it and I knew that ↫some↫something <had t> [/] had to change (be)cause this <wasn't> [//] &+s didn't seem to be going ≠anywhere so,SP02,78.6,94.5
interview-35mb-27,I kind of had to figure it out and through all of that I was able to come to terms with it,I kind of had to &-you_know figure it out and through all of that I was able to ≠come to terms ↫w-w↫with it,SP02,94.5,105.13
interview-35mb-28,and I can't change it so I have to figure out  a way to accept it,and &-you_know I [/] I can't change it so I have to figure out a [/] a way to accept it,SP02,105.13,111.6
interview-35mb-29,and  since then it's ,and &-uh since then it's &-you_know,SP02,111.6,115.0
interview-35mb-30,it's still there and some days aren't great,it's still there and ↫s↫some days aren't great,SP02,115.0,119.3
interview-35mb-31,but I have a really good support system,but I have a really good support system,SP02,119.3,122.4
interview-35mb-32,and I'm also not like a  shy type of guy,and I'm also not like a &-um &-you_know shy type of guy,SP02,122.4,127.5
interview-35mb-33,so  I wouldn't say the effect on me is super high,so &-you_know I wouldn't say the eff:ect (.) on me is super high,SP02,127.5,139.7
interview-35mb-34,ok alright I'm gonna follow up  with a different question because you started discussing it,ok alright I'm gonna follow up &-um with a different question because you started discussing it,SP01,139.7,145.0
interview-35mb-35,so one of the questions asks if you've had therapy  which apparently you've had,so one of the questions asks &-um ↫Ii↫if you've had therapy ‡ which apparently you've had,SP01,145.0,150.0
interview-35mb-36, what kinds of experiences and outcomes  did you have,&-um &-you_know what kinds of experiences and outcomes <did you> [/] did you have,SP01,150.0,156.0
interview-35mb-37,well the   from age three to eighteen,well the &-uh &-you_know from age three to eighteen,SP02,156.0,161.4
interview-35mb-38,therapy every week we tried the speech easy thing with had a lot of hope,therapy <I> [//] every week we tried the speech easy thing with &-you_know [/] &-you_know had a lot of hope,SP02,161.4,170.3
interview-35mb-39,but  not a lot of  actual relief,but &-uh not a lot of &-uh actual re≠lief,SP02,170.3,178.0
interview-35mb-40, I did everything from  hypnotherapy,&-uh &-you_know &-I_mean I [/] I [/] I [/] did everything from &-you_know hypnotherapy,SP02,178.0,186.0
interview-35mb-41,which also  obviously didn't work,which also &-you_know obviously didn't work,SP02,186.0,189.0
interview-35mb-42,to you know the tongue trick,to &-uh ↫y-y-y↫you know the tongue trick,SP02,189.0,193.0
interview-35mb-43,or the breathing trick,or the ≠brea^thing trick,SP02,193.0,195.2
interview-35mb-44,and blah blah blah blah,and &-you_know blah blah blah blah,SP02,195.2,197.6
interview-35mb-45,but  yeah  it was sixteen seventeen years of that,but &-uh yeah &-I_mean it was sixteen s^eventeen years of that,SP02,197.6,203.9
interview-35mb-46,and ,and &-you_know,SP02,203.9,205.6
interview-35mb-47,it's still here so  yeah,it's still here so &-I_mean yeah,SP02,205.6,208.3
interview-35mb-48,ok so at this point if you could describe successful communication  what is that to you at this point ?,ok &-um so at this point if you could describe successful communication ‡ <what is that> [//] what is that to you at this point ?,SP01,208.3,217.9
interview-35mb-49,an example of successful communication,an example of successful communication,SP01,217.9,220.4
interview-35mb-50,I think just conveying your point in a competent way,I think ↫j↫just conveying ↫y↫your point ↫i↫in a ↫c↫competent way,SP02,220.4,227.8
interview-35mb-51, i've heard people who are  so called fluent  who can't even form a sentence,&-I_mean i've [/] i've heard people who are &-you_know so called fluent <who> [//] who can't even ↫f↫form a s:entence,SP02,227.8,238.0
interview-35mb-52,as well as half the people I meet here who are  disfluent,as well as half the ≠people I meet here who are &-you_know disfluent,SP02,238.0,242.4
interview-35mb-53,  I think just conveying your point,&-you_know I [/] I think just conveying ↫y↫your point,SP02,242.4,246.4
interview-35mb-54,ok  so do you have any thoughts about what causes stuttering ?,ok &-um so do you have any thoughts about what causes stuttering ?,SP01,246.4,252.7
interview-35mb-55,I don't know,I don't know,SP02,252.7,253.7
interview-35mb-56, i've heard everything from  it could be stress it's passed down,&-I_mean i've heard everything from &-↫y↫you_know it could be stress it's passed down,SP02,253.7,259.9
interview-35mb-57,my granddad stuttered,my ≠granddad stuttered,SP02,259.9,261.9
interview-35mb-59,and he stuttered until he was twenty two,and he s^tuttered until he was twe:nty two,SP02,263.0,265.8
interview-35mb-60,and then it kind of was just gone after that,and then it kind of was just gone ↫a↫≠after that,SP02,265.8,271.5
interview-35mb-61, so  we always kind of hoped that that would happen to me,&-you_know so we [/] we always kind of hoped that that would happen to me,SP02,271.5,275.3
interview-35mb-62,and then that didn't happen,and then that ≠didn't happen,SP02,275.3,277.35
interview-35mb-63,I don't know  I mean I met a  girl my first year at a conference who was fluent up until she was sixteen and one day she woke up and she stuttered,I don't know &-uh I mean I met a &-uh girl my first year at a conference who was fluent up until she was sixteen and ↫o↫one day she woke up and she stuttered,SP02,277.35,288.0
interview-35mb-64,so  who knows,so &-I_mean who knows,SP02,288.0,292.1
interview-35mb-65,honestly but it's certainly not me,honestly but it's certainly not me,SP02,292.1,296.1
interview-35mb-66, I think other things in our lives has the ability to you know add some pressure to things ,<I [/] I think> [//] I think other things in our ↫l^↫lives [/] lives <has the> [//] <has the &-uh> [//] has the a↫bil-bil-bil↫≠bility to &-uh you know add some pressure to [/] to ↫th↫things ,SP02,296.1,320.5
interview-35mb-67,but I don't think that that's  the cause,but I don't think that that's &-like the cause,SP02,320.5,323.2
interview-35mb-68, I  if you're stressed out or you're depressed or this and that,&-you_know I [/] I [/] I [/] I &-y:^you_know if you're stressed out or you're depressed or this and that,SP02,323.2,331.0
interview-35mb-69,your mind and body can do things that you know  you shouldn't always happen,your mind and ≠body can do things that you know &-like you shouldn't always happen,SP02,331.0,340.7
interview-35mb-70,yeah yeah I'd agree actually,yeah yeah I'd agree actually,SP01,340.7,343.2
interview-35mb-71,have you ever thought about if you didn't stutter what might've been different in your life ?,<if> [//] have you ever thought about if you didn't stutter what might've been different in your life ?,SP01,343.2,349.0
interview-35mb-72,at an early age yeah,at [/] at [/] at an early age yeah,SP02,349.0,352.8
interview-35mb-74, I thought I was stupid,<I [/] I th> [/] I thought I was stupid,SP02,354.9,359.3
interview-35mb-75,I didn't  have you know self worth ,I didn't [/] didn't have you know self worth &-uh,SP02,359.3,364.6
interview-35mb-76,I haven't thought about it in a negative though in probably  nine years since my first conference,I haven't thought about it in a negative though in probably &-um nine years: since my first conference,SP02,364.6,375.9
interview-35mb-77, it got really dark for a lot of years,&-like it got really dark for a lot of years,SP02,375.9,382.9
interview-35mb-78,but I wouldn't change it at all,but I wouldn't ≠change it at all,SP02,382.8,387.0
interview-35mb-79,like I literally can't even imagine my life now if I hadn't found out about the NSA,&-like [/] like I [/] I [/] I ≠l^iterally can't even imagine my ≠life now <if i> [/] if I hadn't ↫f↫found out about ≠the: N_S_A,SP02,387.0,402.0
interview-35mb-80, I could've just not been here for the last nine years and it's kind of insane,&-you_know &-like [/] &-like I could've just not been here for the last nine years &-you_know and it's kind of insane,SP02,402.0,411.5
interview-35mb-81,because I've grown close to so many people who I just  love and cherish,(be)cause I've grown close to so ≠many people who I just &-like love and ↫ch↫cherish,SP02,411.5,418.3
interview-35mb-82, it's an enormous part of who I am  and I'm,&-like [/] &-like it's an enormous part of who I am &-you_know and I'm +//.,SP02,418.3,423.8
interview-35mb-83,yeah yeah they're fantastic they really are,yeah yeah they're fantastic they really are,SP01,423.6,425.7
interview-35mb-84,yeah,yeah,SP02,424.6,425.1
interview-35mb-85, it seems as though you've had enough experience to be able to tell an SLP in training something,&-um it seems as though you've had enough experience to be able to tell an S_L_P  in training something,SP01,426.1,432.7
interview-35mb-86,if you had one message to give somebody who is studying to be an SLP who  would treat  people who stutter,if you had one message to give somebody who is studying to be an S_L_P who &-um would treat &-you_know people who stutter,SP01,432.7,440.5
interview-35mb-87,what would you advise them ?,what would you advise them ?,SP01,440.5,442.0
interview-35mb-88,or what would you tell them ?,or what would you tell them ?,SP01,442.0,444.4
interview-35mb-89,me personally I think it's more as I mentioned earlier,m:e personally I think it's more &-you_know as I mentioned earlier +//.,SP02,444.4,449.4
interview-35mb-90,about just trying to make sure that whoever is struggling finds a way to be comfortable with themselves,about just trying to make sure that who^ever is s:truggling finds a way to [/] to &-you_know be ≠comfortable with themselves,SP02,449.4,460.2
interview-35mb-91,that's I hear talk of the cure and this and that,that's &-you_know I hear talk of the cure and this and that,SP02,460.2,464.4
interview-35mb-92,and I personally  don't think that's ever gonna happen ,and I personally don't [/] don't think that's ever gonna happen &-you_know,SP02,464.4,468.8
interview-35mb-93,in the like physical I'm going to take a pill or have a surgery type thing,in the ≠like [/] like [/] like physical I'm [/] I'm going to take a pill or [/] or have a surgery type thing,SP02,468.8,476.2
interview-35mb-94,but I believe and I think that I'm cured,but <I believe> [/] I believe and I think that I'm cured,SP02,476.2,479.8
interview-35mb-95,because I got through it and I trust myself now,&-you_know because I got through it and I trust myself now,SP02,479.8,484.4
interview-35mb-96,and I know that it doesn't define me,and I know that it doesn't ↫d↫define me,SP02,484.4,488.23
interview-35mb-97,it's an enormous part of who I am,it's an enormous part of who I am,SP02,488.27,489.6
interview-35mb-98,I think I would stress that,<I would tr> [//] I think I would stress that,SP02,489.6,492.4
interview-35mb-99,is like people need to know that there is no cure,is [/] is like people need ↫to-to-t↫to know that there is no cure,SP02,492.4,502.0
interview-35mb-100,and that you're gonna have to figure out how to not let this giant piece just overtake you because it can happen,and that ↫y↫you're gonna have to ≠↫fig↫figure out how to not let this giant piece just over^take you (be)cause it can happen,SP02,502.0,513.14
interview-35mb-101,mhm mhm,mhm mhm,SP01,513.14,514.0
interview-35mb-102,so  I think that yeah,so <I &+wou think> [//] I think that yeah,SP02,514.0,517.0
interview-35mb-103,ok alright I'm gonna turn this off for one second,ok alright &-um I'm gonna turn this off for one second,SP01,517.0,521.05
interview-50fa-11, so can you talk a bit about the impact that stuttering has or has had on your everday life,&-um so can you talk a bit about the impact that stuttering has or has had on your everday life,SP01,0.0,7.5
interview-50fa-12,your friends your family,your friends your family,SP01,7.5,9.5
interview-50fa-13,your educational experiences your work experiences,your educational experiences your work experiences,SP01,9.5,12.8
interview-50fa-14,currently or in the past,currently or in the ↫p-p↫past,SP02,12.8,14.7
interview-50fa-15,you can do anything you want,you can do anything you want,SP01,14.7,16.2
interview-50fa-16,because that could be a long one,(be)cause that could be a long one,SP02,15.9,16.93
interview-50fa-17,stuttering has had a variety of impacts on me,stuttering has had a v:ariety of ↫i↫im↫p-p-p↫pacts on me,SP02,18.03,24.1
interview-50fa-18,I think for years it lead me to be much more introverted,I think for [/] for years it &-um lead me to be much more ↫i↫intro↫t-t↫↫tro↫↫ver↫verted,SP02,24.1,33.2
interview-50fa-19,one of the things from it though is that I got very good at watching,one of the things from it though is that I got very good at watching,SP02,33.2,36.4
interview-50fa-20,very good at watching and listening to people,very good at watching and listening to people,SP02,36.4,39.13
interview-50fa-21,especially groups of people,especially groups of people,SP02,39.13,40.1
interview-50fa-22,and I wound up using that later in my career,and [/] and I wound up using that later in my ≠career,SP02,40.1,44.15
interview-50fa-23,in terms of working with people as a counselor ,&-um in terms of working with people as a: [/] a ↫c-c↫counselor &-um,SP02,44.15,49.3
interview-50fa-24,and now as a as a therapist,and now as a as a: [/] a ↫th-th↫therapist,SP02,49.3,52.7
interview-50fa-25, it actually honed my observational skills,&-so it [/] it actually honed my ↫o↫o:bservational skills,SP02,52.7,57.5
interview-50fa-26,but at the time it was very very hard,but at the [/] the time it was very very hard,SP02,57.5,60.3
interview-50fa-27,especially in that later grade school junior high  phase,especially in that later grade school junior high &-um phase,SP02,60.3,64.6
interview-50fa-28, and I would say that probably  shame was a huge component,&-um a:nd I would say that probably &-um shame was [/] was a huge ↫c↫component,SP02,64.6,71.12
interview-50fa-29, in terms of always feeling like there was something wrong and I was doing something wrong,&-um in terms of always feeling like there was something wrong and I was doing something wrong,SP02,71.12,75.3
interview-50fa-30,and  then eventually coming to a place where I realized that I wasn't doing anything wrong,and &-uh then eventually coming to a place where I realized that I wasn't doing a:nything wrong,SP02,75.3,82.0
interview-50fa-31,but it took many years and it took a lot of getting to know people and being around the stuttering community for that to really sort of sink in,but it took many years and it took a lot of getting to know people and being around the [/] the stuttering community for that to really sort of sink in,SP02,82.0,91.55
interview-50fa-32,but yeah that's the reader's digest version of that,but &-um [/] &-um yeah &-so that's &-uh[/]  that's the reader's digest version of that,SP02,91.55,97.7
interview-50fa-33,I could talk on that for two hours and a half so,I could talk on that for two hours and a half so,SP02,97.7,100.6
interview-50fa-34,that's fine,that's fine,SP01,100.5,101.17
interview-50fa-36,so  if you received therapy for stuttering,&-um if you received therapy for stuttering,SP01,102.5,107.6
interview-50fa-37,hmm I did,hmm I did,SP02,107.6,108.0
interview-50fa-38, can you sort of  summarize those experiences and the outcomes of those experiences,can you sort of &-um summarize those experiences and [/] and the outcomes of those experiences,SP01,108.0,115.1
interview-50fa-39,sure,sure,SP02,113.8,114.3
interview-50fa-40, first therapy was at age seven,&-um first therapy was at age seven,SP02,115.1,117.3
interview-50fa-41,and  all that I remember from it was lying on a table breathing,and &-um all that I r:emember from it was lying on a [/] a [/] a table breathing,SP02,117.3,122.5
interview-50fa-42, and her name was Missus Wilson and  I can remember liking her,&-um and her name was Missus Wilson and [/] and I can remember liking her,SP02,122.5,128.0
interview-50fa-43, but I remember literally just laying out and working on breath,&-um but I remember literally just laying out and working on ↫b↫breath,SP02,128.0,132.9
interview-50fa-44,which is interesting because breath is still an issue for me now,which is interesting because breath is still an ↫i-i↫issue for me now,SP02,132.9,136.3
interview-50fa-45, she died the next year,&-um she died the next year,SP02,136.3,138.7
interview-50fa-46,oh dear,oh dear,SP01,138.7,139.2
interview-50fa-47,and  I didn't have any other therapy until fifth grade,and &-uh &-so I didn't have any other therapy until fifth grade,SP02,139.2,142.9
interview-50fa-48,and that was pretty annoying,and &-uhthat was pre^tty annoying,SP02,142.9,146.1
interview-50fa-49,because they had me reading to parent volunteers the whole Wizard of Oz books,because <they had> [/] &-uh they had me reading to parent volunteers the whole Wizard_of_Oz books,SP02,146.1,151.8
interview-50fa-50,which I had already read by that point,which I had already read by that point,SP02,151.8,154.0
interview-50fa-51,so I was  why am I reading this when I've already read it before,so I was &-like why am I reading this when I've already read it ↫be-be↫be↫f-f↫fore,SP02,154.0,159.6
interview-50fa-52, then I had therapy in sixth grade,&-um then I had therapy in sixth grade,SP02,159.6,161.8
interview-50fa-53,and then at that point in sixth grade you're at the top of the elementary school food chain,and then at that point in sixth grade you're at the top of the ↫el↫elementary school food chain,SP02,161.8,167.4
interview-50fa-54,and what she had me do was help make paper clowns and cut out activities for the younger kids,and what she had me do was help <make &+clown> [//] make paper ↫c↫clowns and cut out activities for the younger kids,SP02,167.4,173.3
interview-50fa-55,  went to a private psychologist  seventh grade,&-so &-uh went to a private psy↫ch-ch↫chologist &-um seventh grade,SP02,173.3,180.3
interview-50fa-56,and  biofeedback was just starting to come out,and &-um biofeedback was just starting to come out,SP02,180.3,183.0
interview-50fa-57,so worked on biofeedback relaxation skills,so worked on biofeedback relaxation skills,SP02,183.0,186.7
interview-50fa-58,which was very helpful for my later work but not real helpful in terms of speech,which was very helpful for my later work but not real helpful in terms of speech,SP02,186.7,190.8
interview-50fa-59,then after that went to a  private therapist,then after that went to a &-uh [/] a &-uh private ↫th-th↫therapist,SP02,190.8,196.7
interview-50fa-60,the stuff was coming out so did the precision fluency shaping  targets,the [/] the xxx stuff was coming out so did the precision fluency shaping &-um targets,SP02,196.7,203.9
interview-50fa-61,and I'll tell ya holding syllables for two seconds as a twelve year old as a pre teenager was really really tough,and I'll tell ya holding syllables for two seconds as a twelve year old as a pre teenager was really really tough,SP02,203.9,211.3
interview-50fa-62,when I was in high school I had the first what I consider good therapy,when I was in high school I had the first what I consider good ↫th-th↫↫ther↫↫th-th↫th:er^apy,SP02,211.3,219.1
interview-50fa-63, I'm always grateful I had gone to  the local chair of the communicative disorders in college,&-um I'm always grateful I had gone to &-uh the local chair of the communicative d^isorders in college,SP02,219.1,225.77
interview-50fa-64,and  John Louis the third I think he either was in Alabama or Mississippi a few years back,and &-uh &-um John Louis the third I think he either was in Alabama or Mississippi a ↫f-f↫few years back,SP02,225.77,232.4
interview-50fa-65,and he was the first guy that said how do you feel about your  stuttering ?,and he was the first guy that said how do you feel about your [/] your stuttering ?,SP02,232.4,237.0
interview-50fa-66,I can still remember clear as day sitting there and he asked me how do you feel ?,I can still remember ↫cl-cl↫clear as day sitting there and he asked me ↫h-h↫how do you feel ?,SP02,237.0,242.1
interview-50fa-67,I said it sucks,I said it sucks,SP02,242.1,243.4
interview-50fa-69,and so we started working on things,and &-um [/] and so we started working on things,SP02,244.1,247.5
interview-50fa-70,and he was the first person that pointed that I drop my chin as one of  my secondaries,and he was the first person that pointed that I drop my chin as one of my [/] my secondaries,SP02,247.5,251.3
interview-50fa-71,so I worked with him on and off for about a year and a half,so &-um I worked with him on and off for about a year and a half,SP02,251.3,255.3
interview-50fa-72,and I started thinking what else did I need to do,and I started thinking what else did I need to do,SP02,255.3,258.2
interview-50fa-73,and I started actually volunteering at a peer hotline,and I started actually volunteering at a peer hotline,SP02,258.2,261.2
interview-50fa-74,and doing things that I knew I needed to not avoid,and doing things that I knew I needed to not avoid,SP02,261.2,265.0
interview-50fa-75, and then other high school therapist took over and she was really tough as nails with me which was what I needed,and &-uh and then other ↫h-h↫h:igh school therapist took over &-um and she was really tough as nails with me which was what I needed,SP02,265.0,274.5
interview-50fa-76,because by that point I could be a the therapist I knew as I think Lee Reeves spoke the other night,because by that point I could be a &+s the [/] the therapist I [/] I knew as [/] as I think Lee Reeves spoke the other night,SP02,274.5,281.23
interview-50fa-77,I knew stuttering therapy as well as they did,I knew stuttering therapy as well as they did,SP02,281.23,283.7
interview-50fa-78,and  I feel now  for the grad students that worked with me,and [/] and I feel now <for the> [/] <for the> [/] for the ↫g-g↫grad students that worked with me,SP02,283.7,289.1
interview-50fa-79,because I've been a grad student so  I have sympathies for them,because I've been a grad student so I [/] I [/] I have sympathies for them 04:,SP02,289.1,294.0
interview-50fa-80,but,53 but &-um +//.,SP02,294.0,295.2
interview-50fa-81,then I took a break,then I took a break,SP02,295.3,296.4
interview-50fa-82,and then in college my speech took  a pretty severe nosedive,and then in college my speech took a [/] a pretty severe nosedive,SP02,296.4,300.8
interview-50fa-83, went out to the ssmp program when I was I think a junior,&-umwent out to the ≠s_s_m_p program when I was I think a junior,SP02,300.8,305.9
interview-50fa-84,and  I would say my life changed after that,and [/] &-um and I would say my life changed after that,SP02,305.9,309.9
interview-50fa-85, I still thought voluntary stuttering was the craziest thing on the planet,&-um I still thought voluntary stuttering was the craziest thing on the planet,SP02,309.9,314.0
interview-50fa-86, but that kind of advertising in voluntary stuttering I found that to be one of the most helpful techniques I still use to this day,&-um but that kind of a:dvertising in ↫v↫voluntary stuttering I found it [//] that to be one of the most helpful techniques I still use to this day,SP02,314.0,321.9
interview-50fa-87,and then think I had one other short term therapy after about two years after out of college,and then <I had> [//] think I had one other short term therapy after about two years after out [/] out [/] out of ↫c-c↫college,SP02,321.9,331.3
interview-50fa-88,but at that point I said I need a coach,but at that point I said I need a coach,SP02,331.3,334.7
interview-50fa-89,I need someone that can help me fine tune get the curveball get the you know that ,I need someone that can help me fine tune get the curveball get the you_know that &-um,SP02,334.7,340.3
interview-50fa-90,by that point I had been coming to the nsp,by that point I had been coming to the n_s_p,SP02,340.3,343.2
interview-50fa-91,and actually I started with the ncos,and ↫a-a↫actually I started with the n_c_o_s,SP02,343.2,346.7
interview-50fa-92,okay,okay,SP01,346.7,347.5
interview-50fa-93, and then nsp and nsa,&-um and then n_s_p and ↫N↫n_s_a,SP02,347.5,351.0
interview-50fa-94, at that point I knew what I needed I just needed some help and support doing it,at that point I knew what I needed I just needed some help and support doing it,SP02,351.0,356.0
interview-50fa-95,  that last therapy experience was quite some number of years ago,&-so &-um that last therapy experience was quite some number of yea:rs ago,SP02,356.0,361.8
interview-50fa-96,okay so  this,okay so &-um this +//.,SP01,361.8,364.8
interview-50fa-97,I think given what you said segues into,I think given what you said segues into +//.,SP01,364.8,368.5
interview-50fa-98, what at this point does successful communication mean to you ?,&-um what at this point does successful communication mean to you ?,SP01,368.5,373.6
interview-50fa-99,and  could you provide an example or explain what successful communication looks like to you at this point ?,and [/] and could you provide an example or explain what successful communication looks like to you at this point ?,SP01,373.6,379.1
interview-50fa-100,so Lee stole my line the other night,so Lee ↫s-s↫stole my line the o:ther night,SP02,379.1,382.15
interview-50fa-101,but for years what I've been saying is it's not about fluency it's about freedom from the fear,but for years what I've been saying is it's not about ↫f-f↫f:luency it's about freedom from the fear,SP02,382.15,389.1
interview-50fa-102,and one of my lines I say when I talk to students is that we are more than our mouth,and one of my lines I say when I talk to students is that we are more than our mouth,SP02,389.1,393.8
interview-50fa-103,and so can I say what I want to say ?,and [/] and [/] and so can I say what I want to say ?,SP02,393.8,397.12
interview-50fa-104,can I be a good communicator regardless of how I stutter,can I be a good communicator regardless of how I ↫s↫stutter,SP02,397.1,402.4
interview-50fa-105,and the other piece I say is to be able to use my tools when I need it,and the other piece I say is [/] is to be able to use my tools when I need it,SP02,402.4,406.7
interview-50fa-106, and lately I've been going through a  fairly rough patch the last year,and [/] and lately I've been going through a fairly [/] &-uh fairly rough patch the last year,SP02,406.7,412.2
interview-50fa-107,and I've had experiences where my tools have not been workable for me,and &-um and I've [/] I've had experiences where my tools have not been workable for me,SP02,412.2,418.6
interview-50fa-108,so I'm at that reevaluative that's not a word but the reevaluation period of what do I need to do and how best to go about doing it,so I'm at that re-e:valuative that's not a word but the re^evaluation period of what do I need to do and how best ↫t↫to go about doing it,SP02,418.6,429.3
interview-50fa-109,mmhm,mmhm,SP01,429.3,430.0
interview-50fa-110, so if you didn't stutter what might have been different in your life ?,so (.) if you didn't stutter what might have been different in your life ?,SP01,430.0,439.2
interview-50fa-111,have you ever had that thought ?,have you ever had that thought ?,SP01,439.2,440.2
interview-50fa-112,yeah I have I don't know how I'd answer it right now ,yeah I have I don't know how I'd answer it right now &-um,SP02,440.2,444.5
interview-50fa-113,that's a hard one,that's a hard one,SP02,449.1,450.0
interview-50fa-114,I haven't thought about that in quite some time,I haven't thought about that in [/] in [/] in quite some time,SP02,450.0,453.0
interview-50fa-115, I do know in some ways that my life would be less rich from the all the people I've met,&-um I do know in some ways that my life would be less rich from the <all the> [/] all the people I've met,SP02,453.0,458.0
interview-50fa-116,and that sounds cliche but it's really true,and that sounds ↫c-c↫cli:che but it's really true,SP02,458.0,461.1
interview-50fa-117,I've got friends here that I've been friends with for over twenty years,I've got friends here that I've been friends with for over twenty years,SP02,461.1,463.8
interview-50fa-118, I think I would probably would have tried more,&-um I think I would ≠probably would have tried more,SP02,463.8,469.0
interview-50fa-119, whether that's more public speaking,&-um whether that's more p^ublic speaking,SP02,469.0,472.2
interview-50fa-120,I mean I like teaching I love doing workshops,I mean I like teaching I love doing workshops,SP02,472.2,474.57
interview-50fa-121, I've done small group teaching and that kind of stuff,&-um I've done small group teaching and that kind of stuff,SP02,474.57,479.1
interview-50fa-122, the one non vocational thing that  I would have always wanted to do was be a dj,&-um the one non vocational thing that I [/] I would have always wanted to do was be a d_j,SP02,479.1,486.4
interview-50fa-123,it sounds funny but  ,it sounds funny but &-um &-uh,SP02,486.4,489.5
interview-50fa-124,oh no okay,oh no okay,SP01,487.0,488.2
interview-50fa-125,I've always loved sequencing,I've always loved sequencing,SP02,489.5,490.9
interview-50fa-126,so that kind of thing comes to mind,so that kind of thing comes to mind,SP02,490.9,492.9
interview-50fa-127,but I think I would have  taken more risks,but I think I would have &-um taken more risks,SP02,492.9,496.4
interview-50fa-128,that sounds interesting and good to me,<that sounds> [/] that sounds intereseting and good to me,SP01,498.0,501.4
interview-50fa-129, do you have any thoughts about what you thinnk causes stuttering at this point ?,&-um do you have any thoughts about what you thinnk causes stuttering at this point ?,SP01,501.4,506.0
interview-50fa-130, I often times say its the the neurodevelopmental and so forth,&-so I [/] I often times say &-you_know its the the ↫n↫neurode↫de-de↫↫vel↫vel:opmental and so forth,SP02,506.8,514.7
interview-50fa-131,but I like to use  Lilly Thomlin's quote which I stole from  the search for intelligent life in the universe,but I like to use &-um Lilly Thomlin's ↫q-q↫quote which I stole from &-uh the search for ↫in↫intelligent life in the u^niverse,SP02,514.7,522.0
interview-50fa-132,there's lapses in the synapses,there's lapses in the synapses,SP02,522.07,524.0
interview-50fa-133,  the signal is just not quite getting from  here to here,&-um the [/] the [/] the signal is just not quite getting ↫fro↫from [/] from here to here,SP02,524.0,529.1
interview-50fa-134, but that  there are times that the train tracks are fine,&-um but that &-um <there are> [/] there are times that the train tracks are fine,SP02,529.1,534.0
interview-50fa-135,and there are times that there are things on the train tracks,and there are times that there are things on the: ≠train tracks,SP02,534.0,538.0
interview-50fa-136,but  what I say is that  I believe it's a kernel of a physiological signal disruption layered with emotional cognitive mental factors,but &-um <what I> [/] what I say is that I [/] I believe it's a kernel of a ↫phy:sio↫physiological signal disruption layered with emotional cognitive me^ntal factors,SP02,538.0,550.0
interview-50fa-137,so it's kind of like a big jaw breaker,so it's kind of like a big jaw breaker,SP02,550.0,552.0
interview-50fa-138,sounds reasonable to me,sounds reasonable to me,SP01,552.0,555.6
interview-50fa-139, and basically the last question is,&-um and basically the last question is +//.,SP01,555.6,559.8
